阿魏,a'wei
大枣合之治虚痞,da'zao'he'zhi'zhi'xu'pi
大枣生姜为丸服,da'zao'sheng'jiang'wei'wan'fu
大紫草,da'zi'cao
代代花,dai'dai'hua
玳玳花,dai'dai'hua
呆钝,dai'dun
怠惰嗜卧,dai'duo'shi'wo
黛蛤散,dai'ge'san
玳瑁,dai'mao
带下病,dai'xia'bing
带下医,dai'xia'yi
代赭石,dai'zhe'shi
胆癌,dan'ai
淡白舌,dan'bai'she
胆疸,dan'dan
胆瘅,dan'dan
淡豆豉,dan'dou'chi
丹毒病,dan'du'bing
丹莪妇康煎膏,dan'e'fu'kang'jian'gao
但发惭愧凄怜忧恤之意,dan'fa'can'kui'qi'lian'you'xu'zhi'yi
胆矾,dan'fan
淡附片,dan'fu'pian
胆腑郁热证,dan'fu'yu're'zheng
淡红舌,dan'hong'she
胆火上逆证,dan'huo'shang'ni'zheng
胆经郁热证,dan'jing'yu're'zheng
但满而不痛,dan'man'er'bu'tong
胆木,dan'mu
胆南星,dan'nan'xing
丹皮,dan'pi
丹皮酚,dan'pi'fen
丹皮苓泽加桂附,dan'pi'ling'ze'jia'gui'fu
丹皮炭,dan'pi'tan
丹七片,dan'qi'pian
胆气虚证胆热脾寒,dan'qi'xu'zheng'dan're'pi'han
胆热,dan're
胆热证,dan're'zheng
丹砂,dan'sha
丹痧病,dan'sha'bing
丹参,dan'shen
丹参饮,dan'shen'yin
胆石,dan'shi
胆石片,dan'shi'pian
丹石栀甘竹叶寻,dan'shi'zhi'gan'zhu'ye'xun
胆舒胶囊,dan'shu'jiao'nang
丹田,dan'tian
丹溪心法,dan'xi'xin'fa
丹香清脂颗粒,dan'xiang'qing'zhi'ke'li
胆星,dan'xing
胆星胆南星,dan'xing'dan'nan'xing
胆郁痰扰证,dan'yu'tan'rao'zheng
胆胀,dan'zhang
胆胀病,dan'zhang'bing
胆汁,dan'zhi
丹栀加入热能排,dan'zhi'jia'ru're'neng'pai
丹栀逍遥散,dan'zhi'xiao'yao'san
丹枝逍遥丸,dan'zhi'xiao'yao'wan
淡竹茹,dan'zhu'ru
淡竹叶,dan'zhu'ye
但作救苦之心,dan'zuo'jiu'ku'zhi'xin
当归,dang'gui
当归补血汤,dang'gui'bu'xue'tang
当归川楝水煎服,dang'gui'chuan'lian'shui'jian'fu
当归建中汤,dang'gui'jian'zhong'tang
当归六黄二地黄,dang'gui'liu'huang'er'di'huang
当归六黄汤,dang'gui'liu'huang'tang
当归龙荟丸,dang'gui'long'hui'wan
当归拈痛汤,dang'gui'nian'tong'tang
当归身,dang'gui'shen
当归四逆汤,dang'gui'si'ni'tang
当归尾,dang'gui'wei
当归饮子,dang'gui'yin'zi
当门子,dang'men'zi
党参,dang'shen
党参炒,dang'shen'chao
当药,dang'yao
导赤散,dao'chi'san
导赤生地与木通,dao'chi'sheng'di'yu'mu'tong
刀豆,dao'dou
倒挂金钟,dao'gua'jin'zhong
盗汗,dao'han
盗汗病,dao'han'bing
倒睫卷毛病,dao'jie'juan'mao'bing
倒扣草,dao'kou'cao
刀伤木,dao'shang'mu
导水丸,dao'shui'wan
道说是非,dao'shuo'shi'fei
导痰汤,dao'tan'tang
稻芽,dao'ya
导引,dao'yin
道引,dao'yin
得气,de'qi
灯草,deng'cao
登豆疮病,deng'dou'chuang'bing
灯笼花,deng'long'hua
灯台细辛,deng'tai'xi'xin
灯台叶,deng'tai'ye
灯心草,deng'xin'cao
灯芯草,deng'xin'cao
灯银脑通胶囊,deng'yin'nao'tong'jiao'nang
灯盏细辛,deng'zhan'xi'xin
灯盏细辛胶囊,deng'zhan'xi'xin'jiao'nang
地奥心血康胶囊,di'ao'xin'xue'kang'jiao'nang
地必虫,di'bi'chong
地鳖虫,di'bie'chong
地不容,di'bu'rong
地胆草,di'dan'cao
地耳草,di'er'cao
地耳草田基黄,di'er'cao'tian'ji'huang
地枫皮,di'feng'pi
地枫皮钻地风,di'feng'pi'zuan'di'feng
地肤子,di'fu'zi
地骨皮,di'gu'pi
地黄,di'huang
地黄饮子,di'huang'yin'zi
地椒,di'jiao
地锦,di'jin
地锦草,di'jin'cao
地栗粉,di'li'fen
地龙,di'long
地龙炭,di'long'tan
地芍贝茹茯草襄,di'shao'bei'ru'fu'cao'xiang
地笋,di'sun
涤痰汤,di'tan'tang
涤痰汤用竹茹星,di'tan'tang'yong'zhu'ru'xing
地图苔,di'tu'tai
地榆,di'yu
地榆升白片,di'yu'sheng'bai'pian
地榆炭,di'yu'tan
癫病,dian'bing
点刺舌,dian'ci'she
癫顶,dian'ding
巅顶头痛,dian'ding'tou'tong
巅顶作痛,dian'ding'zuo'tong
癫狂病,dian'kuang'bing
靛蓝,dian'lan
颠茄草,dian'qie'cao
掉眩,diao'xuan
迭达,die'da
跌打七厘片,die'da'qi'li'pian
跌仆伤胎证,die'pu'shang'tai'zheng
定喘白果与麻黄,ding'chuan'bai'guo'yu'ma'huang
定喘汤,ding'chuan'tang
耵耳病,ding'er'bing
定风,ding'feng
丁公藤,ding'gong'teng
丁癸草,ding'gui'cao
定痫丸,ding'xian'wan
丁香,ding'xiang
丁香公丁香,ding'xiang'gong'ding'xiang
丁香柿蒂汤,ding'xiang'shi'di'tang
定志,ding'zhi
丁子香,ding'zi'xiang
丢了棒,diu'le'bang
冬虫草,dong'chong'cao
冬虫夏草,dong'chong'xia'cao
冬瓜皮,dong'gua'pi
冬瓜仁,dong'gua'ren
冬瓜子,dong'gua'zi
冬葵果,dong'kui'guo
冬葵子,dong'kui'zi
冬凌草,dong'ling'cao
冬凌草片,dong'ling'cao'pian
东温,dong'wen
洞泄,dong'xie
东医,dong'yi
豆豉,dou'chi
豆姜,dou'jiang
豆蔻,dou'kou
豆蔻白豆蔻,dou'kou'bai'dou'kou
兜铃,dou'ling
毒燔气血证,du'fan'qi'xue'zheng
毒燔气营证,du'fan'qi'ying'zheng
读方三年,du'fang'san'nian
毒腐肌骨证,du'fu'ji'gu'zheng
杜桂,du'gui
杜衡,du'heng
独活,du'huo
独活寄生艽防辛,du'huo'ji'sheng'jiao'fang'xin
独活寄生汤,du'huo'ji'sheng'tang
杜鹃花叶,du'juan'hua'ye
都气丸,du'qi'wan
毒侵肺卫证,du'qin'fei'wei'zheng
毒入气营证,du'ru'qi'ying'zheng
毒入血分证,du'ru'xue'fen'zheng
毒入营血证,du'ru'ying'xue'zheng
毒盛酿脓证,du'sheng'niang'nong'zheng
毒盛肉腐证,du'sheng'rou'fu'zheng
杜松,du'song
毒陷心肝证,du'xian'xin'gan'zheng
毒邪流窜证,du'xie'liu'cuan'zheng
毒邪内闭证,du'xie'nei'bi'zheng
毒邪内攻证,du'xie'nei'gong'zheng
毒邪蕴结证,du'xie'yun'jie'zheng
毒壅气分证,du'yong'qi'fen'zheng
毒壅上焦证,du'yong'shang'jiao'zheng
毒蕴溃烂证,du'yun'kui'lan'zheng
毒在气营证,du'zai'qi'ying'zheng
毒滞肌肤证,du'zhi'ji'fu'zheng
杜仲,du'zhong
杜仲牛膝人参草,du'zhong'niu'xi'ren'shen'cao
杜仲牛膝桑寄生,du'zhong'niu'xi'sang'ji'sheng
煅磁石,duan'ci'shi
断耳疮病,duan'er'chuang'bing
煅浮海石,duan'fu'hai'shi
煅龙牡,duan'long'mu
煅牡蛎,duan'mu'li
短气而咳,duan'qi'er'ke
短气自汗,duan'qi'zi'han
煅青礞石,duan'qing'meng'shi
煅石膏,duan'shi'gao
段缩舌,duan'suo'she
煅瓦楞,duan'wa'leng
煅瓦楞子,duan'wa'leng'zi
断血流,duan'xue'liu
煅自然铜,duan'zi'ran'tong
煅自燃铜,duan'zi'ran'tong
对座草,dui'zuo'cao
顿咳病,dun'ke'bing
多寐,duo'mei
多寐病,duo'mei'bing
堕胎病,duo'tai'bing
多用生命以济危急,duo'yong'sheng'ming'yi'ji'wei'ji
鹅不食草,e'bu'shi'cao
恶风,e'feng
恶风发热,e'feng'fa're
鹅管石,e'guan'shi
恶寒,e'han
恶寒发热,e'han'fa're
恶寒蜷卧,e'han'quan'wo
恶寒无汗,e'han'wu'han
恶核,e'he
阿胶,e'jiao
阿胶鸡子黄汤,e'jiao'ji'zi'huang'tang
阿胶珠,e'jiao'zhu
鹅口疮病,e'kou'chuang'bing
恶露,e'lu
呃逆,e'ni
呃逆病,e'ni'bing
呃逆日久不止,e'ni'ri'jiu'bu'zhi
恶热,e're
恶实,e'shi
恶心呕吐,e'xin'ou'tu
恶心欲呕,e'xin'yu'ou
鹅掌风病,e'zhang'feng'bing
莪术,e'zhu
莪术油,e'zhu'you
恶阻,e'zu
耳闭病,er'bi'bing
耳鼻喉癌病舌癌病,er'bi'hou'ai'bing'she'ai'bing
耳鼻喉科证候,er'bi'hou'ke'zheng'hou
儿茶,er'cha
二陈场用半夏陈,er'chen'chang'yong'ban'xia'chen
二陈汤,er'chen'tang
耳疮病,er'chuang'bing
而寸口关尺,er'cun'kou'guan'chi
二冬生地当归身,er'dong'sheng'di'dang'gui'shen
耳根毒病,er'gen'du'bing
耳疖病,er'jie'bing
儿科癌病,er'ke'ai'bing
儿科虫病小儿钩虫病,er'ke'chong'bing'xiao'er'gou'chong'bing
儿科虫病小儿蛔虫病,er'ke'chong'bing'xiao'er'hui'chong'bing
儿科虫病小儿姜片虫病,er'ke'chong'bing'xiao'er'jiang'pian'chong'bing
儿科虫病小儿囊虫病,er'ke'chong'bing'xiao'er'nang'chong'bing
儿科虫病小儿蛲虫病,er'ke'chong'bing'xiao'er'nao'chong'bing
儿科虫病小儿丝虫病,er'ke'chong'bing'xiao'er'si'chong'bing
儿科虫病小儿绦虫病,er'ke'chong'bing'xiao'er'tao'chong'bing
儿科虫病小儿血吸虫病,er'ke'chong'bing'xiao'er'xue'xi'chong'bing
儿科瘤病,er'ke'liu'bing
耳壳流痰病,er'ke'liu'tan'bing
儿科时行病白喉病,er'ke'shi'xing'bing'bai'hou'bing
儿科时行病麻疹病,er'ke'shi'xing'bing'ma'zhen'bing
儿科时行病水痘病,er'ke'shi'xing'bing'shui'dou'bing
儿科证候,er'ke'zheng'hou
而况病人苦楚,er'kuang'bing'ren'ku'chu
耳聋,er'long
耳聋病,er'long'bing
二妙散,er'miao'san
耳鸣,er'ming
耳鸣病,er'ming'bing
耳鸣耳聋,er'ming'er'long
耳鸣耳聋病,er'ming'er'long'bing
儿脾醒,er'pi'xing
二期,er'qi
二十八脉,er'shi'ba'mai
二十五味鬼臼丸,er'shi'wu'wei'gui'jiu'wan
二十五味珊瑚丸,er'shi'wu'wei'shan'hu'wan
儿童草,er'tong'cao
而望其生,er'wang'qi'sheng
耳眩晕病,er'xuan'yun'bing
耳蕈病,er'xun'bing
而言医道已了,er'yan'yi'dao'yi'le
二阳,er'yang
二阳并病,er'yang'bing'bing
二叶律,er'ye'lv
而医者安然欢娱,er'yi'zhe'an'ran'huan'yu
二阴,er'yin
而有自许之貌,er'you'zi'xu'zhi'mao
耳胀病,er'zhang'bing
耳胀耳闭病,er'zhang'er'bi'bing
儿枕痛,er'zhen'tong
儿枕作痛,er'zhen'zuo'tong
二至丸,er'zhi'wan
耳肿,er'zhong
法半夏,fa'ban'xia
发背疽病,fa'bei'ju'bing
发表,fa'biao
发病,fa'bing
发汗升阳有异功,fa'han'sheng'yang'you'yi'gong
发黄,fa'huang
发狂,fa'kuang
法落海,fa'luo'hai
发热,fa're
发热盗汗,fa're'dao'han
发热恶寒头项痛,fa're'e'han'tou'xiang'tong
发热而汗出不解,fa're'er'han'chu'bu'jie
发热倦怠,fa're'juan'dai
发热期,fa're'qi
发热咽痛服之瘥,fa're'yan'tong'fu'zhi'chai
发散,fa'san
法夏,fa'xia
发颐病,fa'yi'bing
发于机先,fa'yu'ji'xian
法在降阳而和阴,fa'zai'jiang'yang'er'he'yin
发作期,fa'zuo'qi
翻白草,fan'bai'cao
凡大医治病,fan'da'yi'zhi'bing
泛泛欲呕,fan'fan'yu'ou
反关脉,fan'guan'mai
番红花,fan'hong'hua
烦渴,fan'ke
烦渴引饮,fan'ke'yin'yin
烦渴欲饮,fan'ke'yu'yin
烦狂火热兼谵妄,fan'kuang'huo're'jian'zhan'wang
烦热干渴,fan're'gan'ke
反胃,fan'wei
翻胃,fan'wei
反胃病,fan'wei'bing
番泻叶,fan'xie'ye
番泻叶泻叶,fan'xie'ye'xie'ye
烦躁不宁,fan'zao'bu'ning
反治,fan'zhi
反之則是含靈鉅賊,fan'zhi'ze'shi'han'ling'ju'zei
防风,fang'feng
防风通圣散,fang'feng'tong'sheng'san
方海,fang'hai
防己,fang'ji
防己茯苓丸,fang'ji'fu'ling'wan
防己黄芪汤,fang'ji'huang'qi'tang
方名柴胡疏肝散,fang'ming'chai'hu'shu'gan'san
芳香化浊,fang'xiang'hua'zhuo
防已,fang'yi
肺癌,fei'ai
肺痹,fei'bi
肺朝百脉,fei'chao'bai'mai
肥疮病,fei'chuang'bing
飞刀剑,fei'dao'jian
肥儿丸,fei'er'wan
腓发病,fei'fa'bing
肺肝风热血热壅滞证,fei'gan'feng're'xue're'yong'zhi'zheng
肺肝风热证,fei'gan'feng're'zheng
肺寒,fei'han
肺寒证类,fei'han'zheng'lei
肺合皮毛,fei'he'pi'mao
飞琥珀,fei'hu'po
飞滑石,fei'hua'shi
肺火,fei'huo
肺津,fei'jin
肺经风热证,fei'jing'feng're'zheng
肺经热盛证,fei'jing're'sheng'zheng
肺经湿热壅结鼻窍证,fei'jing'shi're'yong'jie'bi'qiao'zheng
肺经湿热证,fei'jing'shi're'zheng
肺经受热痰湿凝滞证,fei'jing'shou're'tan'shi'ning'zhi'zheng
肺经受热证,fei'jing'shou're'zheng
肺经虚热证,fei'jing'xu're'zheng
肺经郁火证,fei'jing'yu'huo'zheng
肺经郁热犯鼻证,fei'jing'yu're'fan'bi'zheng
肺经瘀阻证,fei'jing'yu'zu'zheng
肺经蕴热邪毒外袭证,fei'jing'yun're'xie'du'wai'xi'zheng
肺经蕴热证,fei'jing'yun're'zheng
肺经燥热证,fei'jing'zao're'zheng
腓疽病,fei'ju'bing
肺厥,fei'jue
肺开窍于鼻,fei'kai'qiao'yu'bi
肺咳,fei'ke
肺痨,fei'lao
肺痨病,fei'lao'bing
飞廉草,fei'lian'cao
肺络不畅证,fei'luo'bu'chang'zheng
肺络张,fei'luo'zhang
肺氯虚寒证,fei'lv'xu'han'zheng
肥胖病,fei'pang'bing
肺脾积热证,fei'pi'ji're'zheng
肺脾两虚,fei'pi'liang'xu
肺脾两虚邪滞鼻窍证,fei'pi'liang'xu'xie'zhi'bi'qiao'zheng
肺脾两虚证,fei'pi'liang'xu'zheng
肺脾气虚证,fei'pi'qi'xu'zheng
肺脾肾阳虚证,fei'pi'shen'yang'xu'zheng
肺脾湿热证,fei'pi'shi're'zheng
肺脾同病,fei'pi'tong'bing
肥气,fei'qi
肺气,fei'qi
肺气不宣,fei'qi'bu'xuan
肺气上逆,fei'qi'shang'ni
肺气衰竭证,fei'qi'shuai'jie'zheng
肺气虚,fei'qi'xu
肺气虚鼻塞证,fei'qi'xu'bi'se'zheng
肺气虚证,fei'qi'xu'zheng
肺气阴两虚证,fei'qi'yin'liang'xu'zheng
肺气郁痹证,fei'qi'yu'bi'zheng
肺热便秘,fei're'bian'mi
肺热病,fei're'bing
肺热喘嗽此方施,fei're'chuan'sou'ci'fang'shi
肺热发疹证,fei're'fa'zhen'zheng
肺热津伤筋失濡润证,fei're'jin'shang'jin'shi'ru'run'zheng
肺热津伤证,fei're'jin'shang'zheng
肺热亢盛证,fei're'kang'sheng'zheng
肺热气壅证,fei're'qi'yong'zheng
肺热上郁证,fei're'shang'yu'zheng
肺热失宣证,fei're'shi'xuan'zheng
肺热下移证,fei're'xia'yi'zheng
肺热血热证,fei're'xue're'zheng
肺热血瘀证,fei're'xue'yu'zheng
肺热移肠证,fei're'yi'chang'zheng
肺热壅盛证,fei're'yong'sheng'zheng
肺热证,fei're'zheng
肺上通咽喉,fei'shang'tong'yan'hou
肺肾两调金水生,fei'shen'liang'diao'jin'shui'sheng
肺肾两虚,fei'shen'liang'xu
肺肾两虚证,fei'shen'liang'xu'zheng
肺肾气虚,fei'shen'qi'xu
肺肾气虚证,fei'shen'qi'xu'zheng
肺肾阳虚证,fei'shen'yang'xu'zheng
肺肾阴亏,fei'shen'yin'kui
肺肾阴虚证,fei'shen'yin'xu'zheng
肺实,fei'shi
肺失清肃,fei'shi'qing'su
肺失肃降,fei'shi'su'jiang
肺失治节水道不利证,fei'shi'zhi'jie'shui'dao'bu'li'zheng
肺衰,fei'shuai
肺衰病,fei'shuai'bing
肺水,fei'shui
肺司水道,fei'si'shui'dao
肺司肃降,fei'si'su'jiang
肺司通调,fei'si'tong'tiao
肺司宣化,fei'si'xuan'hua
肺卫,fei'wei
肺萎,fei'wei
肺痿病,fei'wei'bing
肺卫不固证,fei'wei'bu'gu'zheng
肺胃积热证,fei'wei'ji're'zheng
肺卫气虚证,fei'wei'qi'xu'zheng
肺为气之主,fei'wei'qi'zhi'zhu
肺胃热盛证,fei'wei're'sheng'zheng
肺胃实热证,fei'wei'shi're'zheng
肺胃湿热证,fei'wei'shi're'zheng
肺为水之上源,fei'wei'shui'zhi'shang'yuan
肺胃阴伤证,fei'wei'yin'shang'zheng
肺胃蕴热证,fei'wei'yun're'zheng
肺胃燥热证,fei'wei'zao're'zheng
肺为贮痰之器,fei'wei'zhu'tan'zhi'qi
肺系病类,fei'xi'bing'lei
肺心病,fei'xin'bing
肺形草,fei'xing'cao
肺虚,fei'xu
肺虚不固证,fei'xu'bu'gu'zheng
肺虚感寒证,fei'xu'gan'han'zheng
肺虚邪滞证,fei'xu'xie'zhi'zheng
肺虚燥证,fei'xu'zao'zheng
肺炎喘嗽病,fei'yan'chuan'sou'bing
飞扬草,fei'yang'cao
飞杨草,fei'yang'cao
飞扬喉病,fei'yang'hou'bing
肺阳虚证,fei'yang'xu'zheng
肺阴不足证,fei'yin'bu'zu'zheng
肺阴火旺证,fei'yin'huo'wang'zheng
肺阴亏耗证,fei'yin'kui'hao'zheng
肺阴亏虚证,fei'yin'kui'xu'zheng
肺阴伤证,fei'yin'shang'zheng
肺阴虚,fei'yin'xu
肺阴虚证,fei'yin'xu'zheng
肺痈,fei'yong
肺痈病,fei'yong'bing
肺痈痰热兼瘀血,fei'yong'tan're'jian'yu'xue
肺与大肠相表里,fei'yu'da'chang'xiang'biao'li
肺脏亏虚证,fei'zang'kui'xu'zheng
肺燥肠闭证,fei'zao'chang'bi'zheng
肺燥肠热络伤咳血证,fei'zao'chang're'luo'shang'ke'xue'zheng
肺燥肠热证,fei'zao'chang're'zheng
肺燥津伤证,fei'zao'jin'shang'zheng
肺燥伤阴证,fei'zao'shang'yin'zheng
肺燥郁热证,fei'zao'yu're'zheng
肺燥证,fei'zao'zheng
肺胀,fei'zhang
肺胀病,fei'zhang'bing
肥知母,fei'zhi'mu
肺主皮毛,fei'zhu'pi'mao
肺主气,fei'zhu'qi
肺主一身之气,fei'zhu'yi'shen'zhi'qi
肺主治节,fei'zhu'zhi'jie
榧子,fei'zi
粉萆薢,fen'bi'xie
粉刺病,fen'ci'bing
粉刺性乳痈病,fen'ci'xing'ru'yong'bing
粉葛,fen'ge
粉葛根,fen'ge'gen
分清别浊,fen'qing'bie'zhuo
粉条儿菜,fen'tiao'er'cai
风痹,feng'bi
风赤疮痍病,feng'chi'chuang'yi'bing
风动痰阻证,feng'dong'tan'zu'zheng
风动痰阻浊邪上犯证,feng'dong'tan'zu'zhuo'xie'shang'fan'zheng
风毒入里证,feng'du'ru'li'zheng
风毒在表证,feng'du'zai'biao'zheng
风毒证,feng'du'zheng
蜂房,feng'fang
风痱,feng'fei
风关,feng'guan
风寒,feng'han
风寒闭肺证,feng'han'bi'fei'zheng
风寒痹阻证,feng'han'bi'zu'zheng
风寒犯肺证,feng'han'fan'fei'zheng
风寒犯目证,feng'han'fan'mu'zheng
风寒化热证,feng'han'hua're'zheng
风寒两解此为良,feng'han'liang'jie'ci'wei'liang
风寒湿痹证,feng'han'shi'bi'zheng
风寒湿邪证,feng'han'shi'xie'zheng
风寒湿阻证,feng'han'shi'zu'zheng
风寒束表饮停胸,feng'han'shu'biao'yin'ting'xiong
风寒束表证,feng'han'shu'biao'zheng
风寒束肺,feng'han'shu'fei
风寒束肺证,feng'han'shu'fei'zheng
风寒暑湿并能除,feng'han'shu'shi'bing'neng'chu
风寒外袭证,feng'han'wai'xi'zheng
风寒袭表证,feng'han'xi'biao'zheng
风寒袭肺证,feng'han'xi'fei'zheng
风寒袭喉证,feng'han'xi'hou'zheng
风寒证,feng'han'zheng
风寒阻络证,feng'han'zu'luo'zheng
风化硝,feng'hua'xiao
凤凰衣,feng'huang'yi
风火蔽窍证,feng'huo'bi'qiao'zheng
风火毒证,feng'huo'du'zheng
风火攻目证,feng'huo'gong'mu'zheng
风火内动证,feng'huo'nei'dong'zheng
风火热毒炽盛证,feng'huo're'du'chi'sheng'zheng
风火上攻证,feng'huo'shang'gong'zheng
风火上扰清窍证,feng'huo'shang'rao'qing'qiao'zheng
风火上扰证,feng'huo'shang'rao'zheng
风火上炎痰热闭窍证,feng'huo'shang'yan'tan're'bi'qiao'zheng
风火上炎证,feng'huo'shang'yan'zheng
风火眼痛,feng'huo'yan'tong
风火证,feng'huo'zheng
风厥,feng'jue
蜂蜡,feng'la
风轮赤豆病,feng'lun'chi'dou'bing
风轮热毒证,feng'lun're'du'zheng
风轮湿热证,feng'lun'shi're'zheng
蜂蜜,feng'mi
风能胜湿,feng'neng'sheng'shi
风茄花,feng'qie'hua
风热,feng're
风热闭肺心气虚衰证,feng're'bi'fei'xin'qi'xu'shuai'zheng
风热闭肺证,feng're'bi'fei'zheng
风热疮病,feng're'chuang'bing
风热毒蕴证,feng're'du'yun'zheng
风热犯肺鼻息不利证,feng're'fan'fei'bi'xi'bu'li'zheng
风热犯肺证,feng're'fan'fei'zheng
风热犯喉证,feng're'fan'hou'zheng
风热化火证,feng're'hua'huo'zheng
风热俱盛证,feng're'ju'sheng'zheng
风热客睑证,feng're'ke'jian'zheng
风热偏盛证,feng're'pian'sheng'zheng
风热上犯证,feng're'shang'fan'zheng
风热上攻证,feng're'shang'gong'zheng
风热伤络证,feng're'shang'luo'zheng
风热上扰证,feng're'shang'rao'zheng
风热湿毒壅盛证,feng're'shi'du'yong'sheng'zheng
风热湿邪浸渍证,feng're'shi'xie'jin'zi'zheng
风热痰毒证,feng're'tan'du'zheng
风热痰凝证,feng're'tan'ning'zheng
风热停留证,feng're'ting'liu'zheng
风热外犯证,feng're'wai'fan'zheng
风热外侵证,feng're'wai'qin'zheng
风热外袭肺经有热证,feng're'wai'xi'fei'jing'you're'zheng
风热外袭证,feng're'wai'xi'zheng
风热袭表证,feng're'xi'biao'zheng
风热袭肺证,feng're'xi'fei'zheng
风热邪毒外侵证,feng're'xie'du'wai'qin'zheng
风热邪毒证,feng're'xie'du'zheng
风热血热证,feng're'xue're'zheng
风热血燥证,feng're'xue'zao'zheng
风热疫毒证,feng're'yi'du'zheng
风热壅目证,feng're'yong'mu'zheng
风热壅盛证,feng're'yong'sheng'zheng
风热蕴肤证,feng're'yun'fu'zheng
风热蕴肌证,feng're'yun'ji'zheng
风热在表证,feng're'zai'biao'zheng
风热证,feng're'zheng
风热阻络证,feng're'zu'luo'zheng
风瘙风病,feng'sao'feng'bing
风痧病,feng'sha'bing
风伤肠络证,feng'shang'chang'luo'zheng
风盛脾虚证,feng'sheng'pi'xu'zheng
风盛血燥证,feng'sheng'xue'zao'zheng
风湿,feng'shi
风湿痹病,feng'shi'bi'bing
风湿毒聚证,feng'shi'du'ju'zheng
风湿骨痛胶囊,feng'shi'gu'tong'jiao'nang
风湿化火证,feng'shi'hua'huo'zheng
风湿化热证,feng'shi'hua're'zheng
风湿凌目证,feng'shi'ling'mu'zheng
风湿热盛证,feng'shi're'sheng'zheng
风湿热邪攻目证,feng'shi're'xie'gong'mu'zheng
风湿热郁证,feng'shi're'yu'zheng
风湿热证,feng'shi're'zheng
风湿相搏,feng'shi'xiang'bo
风湿郁热证,feng'shi'yu're'zheng
风湿蕴肤证,feng'shi'yun'fu'zheng
风湿蕴结证,feng'shi'yun'jie'zheng
风湿证,feng'shi'zheng
风湿滞表证,feng'shi'zhi'biao'zheng
风水,feng'shui
风水泛滥,feng'shui'fan'lan
风水泛滥证,feng'shui'fan'lan'zheng
风水相搏证,feng'shui'xiang'bo'zheng
风痰闭窍证,feng'tan'bi'qiao'zheng
风痰闭阻证,feng'tan'bi'zu'zheng
风痰入络证,feng'tan'ru'luo'zheng
风痰上攻证,feng'tan'shang'gong'zheng
风痰上扰证,feng'tan'shang'rao'zheng
风痰瘀血痹阻脉络证,feng'tan'yu'xue'bi'zu'mai'luo'zheng
风痰瘀血证,feng'tan'yu'xue'zheng
风痰证,feng'tan'zheng
风痰阻络证,feng'tan'zu'luo'zheng
风团,feng'tuan
凤尾草,feng'wei'cao
风温,feng'wen
风温病,feng'wen'bing
风温肺热病,feng'wen'fei're'bing
风温咳嗽服之消,feng'wen'ke'sou'fu'zhi'xiao
凤仙花,feng'xian'hua
风仙花,feng'xian'hua
风消,feng'xiao
风邪,feng'xie
风邪犯耳证,feng'xie'fan'er'zheng
风邪犯肺,feng'xie'fan'fei
风邪犯肺证,feng'xie'fan'fei'zheng
风邪偏盛证,feng'xie'pian'sheng'zheng
风邪侵袭证,feng'xie'qin'xi'zheng
风邪热毒犯耳证,feng'xie're'du'fan'er'zheng
风邪热毒证,feng'xie're'du'zheng
风邪外袭经气痞塞证,feng'xie'wai'xi'jing'qi'pi'sai'zheng
风邪外袭证,feng'xie'wai'xi'zheng
风邪袭表证,feng'xie'xi'biao'zheng
风邪袭络证,feng'xie'xi'luo'zheng
风邪证,feng'xie'zheng
风邪阻络证,feng'xie'zu'luo'zheng
风眩,feng'xuan
风炎热毒证,feng'yan're'du'zheng
风阳内动证,feng'yang'nei'dong'zheng
风阳痰火证,feng'yang'tan'huo'zheng
风瘀证,feng'yu'zheng
风燥伤肺证,feng'zao'shang'fei'zheng
风燥证,feng'zao'zheng
风疹,feng'zhen
风重于热证,feng'zhong'yu're'zheng
佛耳草,fo'er'cao
佛甲草,fo'jia'cao
佛片,fo'pian
佛手,fo'shou
佛手丝,fo'shou'si
腹部内伤病,fu'bu'nei'shang'bing
腹部胀满,fu'bu'zhang'man
腹部中寒证,fu'bu'zhong'han'zheng
麸炒苍术,fu'chao'cang'zhu
麸炒僵蚕,fu'chao'jiang'can
麸炒枳实,fu'chao'zhi'shi
夫大医之体,fu'da'yi'zhi'ti
复方斑蝥胶囊,fu'fang'ban'mao'jiao'nang
复方鳖甲软肝片,fu'fang'bie'jia'ruan'gan'pian
复方草珊瑚,fu'fang'cao'shan'hu
复方陈香胃片,fu'fang'chen'xiang'wei'pian
复方大柴胡汤,fu'fang'da'chai'hu'tang
复方大承气汤,fu'fang'da'cheng'qi'tang
复方丹参滴丸,fu'fang'dan'shen'di'wan
复方丹参片,fu'fang'dan'shen'pian
复方地茯口服液,fu'fang'di'fu'kou'fu'ye
复方丁香开胃贴,fu'fang'ding'xiang'kai'wei'tie
复方阿胶浆,fu'fang'e'jiao'jiang
复方谷氨酰胺肠溶胶囊,fu'fang'gu'an'xian'an'chang'rong'jiao'nang
复方黄藤洗液,fu'fang'huang'teng'xi'ye
复方炉甘石外用散,fu'fang'lu'gan'shi'wai'yong'san
复方罗布麻片,fu'fang'luo'bu'ma'pian
复方满山白糖浆,fu'fang'man'shan'bai'tang'jiang
复方南星止痛膏,fu'fang'nan'xing'zhi'tong'gao
复方鲜竹沥液,fu'fang'xian'zhu'li'ye
复方血栓通胶囊,fu'fang'xue'shuan'tong'jiao'nang
